ID,name,Vermin,stars,votes,safety
106108586,Bouncing Babies,V0+,1.5,39,""
112520755,Spoiled Blond,V4,2.9,10,""
106132923,Unnamed 2,V1,1.7,35,""
108621109,Kojakian Wisdom Reworked,V4,2.9,10,""
106123695,Prostrate to the Higher Mind,V5,2.8,11,""
112475919,"Can't Get Around Getting Around",V1,2.6,16,""
106642988,Still Life,V2,2.5,17,""
108493617,Redrum Sit,V10,2.8,10,""
106087683,Come Together,V7,2.8,10,""
106086693,Slight Inducement Right,V2,2.5,16,""
106275506,Dance Mix,V2,1.9,28,""
106086097,Weasel Robbers,V1,2.4,18,""
107491869,Mothership Connected,V6,2.7,11,""
106132938,Up Your Skirt Right,V2,1.9,27,""
106086167,Wavy Gravy Direct,V3,2.9,8,""
108061573,Browning Variation,V4,2.9,8,PG13
108819564,Cow Skull,V5,2.7,12,""
106322848,The Ninth Wave,V9,3,5,""
107032713,Blood Kin Sit,V4,3,5,""
107032686,Jormungand,V0+,3,5,R
107035596,Hole in my Heart,V1,2.1,22,""
112502006,The Gleaner Sit,V10,2.9,7,""
106322832,Mr. Mackey,V7,2.9,7,""
107018224,Fear of the Unknown (Sit),V5,3,4,PG13
106331192,Rheinstor,V6,2.5,14,""
106275444,Lack Luster,V0-,1.9,27,""
107566452,Kipper Snapper,V1,2.7,10,""
107032732,You Can Cry If You Want To,V1,2.7,10,""
106086059,Elephant Graveyard,V0,2.1,22,""
112475862,Groundhog Day,V5,2.6,11,""
106278623,Auto-gedden,V2,2.1,22,""
106637372,Hauck A Loogie - Sit Start,V5,2.5,13,""
107898115,Sacr̩ Coeur,V3,2.4,16,""
107018119,Boneless Herring,V0,2.4,16,""
106108658,Brown Slab,V0-,2.4,16,PG13
106132000,Dumb,V0-,1.9,25,""
109971104,Prozac,V9,3,3,""
106086108,Jugs of Life,V1,2.4,15,""
106126834,Golden Child,V9,3,3,""
106095542,Give Me A Rim Job,V6,3,3,""
106095536,Mr Frosty,V8-,3,3,""
106322785,Undercling Problem,V3,2.1,21,""
120026704,Slow Dance Right aka Mandance,V11,3,2,""
106331174,Carnivore Hate Devil,V4,2.2,18,""
106322791,Water Hazard,V10,2.3,16,""
120398267,"Ash's Roof Crack",V4,3,2,""
107898187,Galerie des Glaces,V2,2.7,9,""
106669836,Hot Pants,V5+,2.7,9,""
107541948,WORK is a Four Letter Word,V6,2.3,16,""
106637320,Chemical Romance,V2,2,23,""
114059031,The Sloth,V9+,3,2,PG13
109877074,Gleaner Variation,V5,3,2,""
111725408,"DB's Top Shelf",V7,3,2,""
112523238,Through the Window,V8,3,2,""
111693593,Super Froz,V9,3,2,""
106322741,Beautiful Gecko,V12,3,2,""
112523312,Guilty Conscience,V6,3,2,""
107045732,Alex Patterson,V5,2.5,12,""
112348224,Problem A,V1+,3,2,""
108061584,Unnamed,V4,3,2,PG13
107898170,King Louis,V1,2.5,12,""
106131955,Carpenters Arete,V0+,1.5,31,""
106669864,The Overhanging Nose,V0+,2.3,15,""
106086085,Durban Poison,V0-,1.9,24,""
111515240,"Hit the High Hard One, Sit",V9,2.7,7,""
106669872,Funkadella Bdelia,V0,1.8,26,""
106326694,Cilley Mantel,V0,1.8,26,""
112523189,"Denton's Remorse",V10,2.8,5,""
118816453,Eons of Van Dikes,V1,3,1,R
108763198,Action Jackson,V10,2.8,5,""
118813693,All hands on deck,V0,3,1,R
116145253,Guantanamera,V3,3,1,""
112795838,Banana-rang Delight,V5,3,1,""
120292697,Mad Cow,V11,3,1,""
116100150,Hong Kong Phooey,V6,3,1,""
116069980,Bruiser Boulder,V6,3,1,""
108512399,Squeeze Job,V6,3,1,""
106079174,Denton Calhoun,V11,3,1,""
108512416,Bigs Cafe,V6,3,1,""
111470757,Hematoma,V6,3,1,PG13
108152988,Tunnel Vision,V2+,3,1,""
107814380,the_sphinx,V2,3,1,""
107045640,Powis Traverse,V6,2.8,5,""
108559728,The Greatest Imperfection...,V6,2.8,5,PG13
108621085,Scoop,V0,3,1,""
107939685,Problem A,V3,3,1,PG13
106642998,Oil On Canvas,V1,2.1,21,""
106554775,East Arete,V5,3,1,""
106976668,An Art of Leisure,V2,2.4,13,""
106617228,Death Star 2000,V8,2.6,8,""
106669842,Up For The Down Stoke,V4,1.8,25,""
106669877,Parliament,V0,1.8,25,""
106617389,My Fingers In Your Brain,V4,2.5,11,""
106279685,Western Motif,V2,2.6,9,""
109724177,Mothers of Perpetual Indulgence,V0,2.5,10,""
114115528,Slunk Left,V7-,2.3,14,""
107045626,Sidepull Problem,V5,2.3,14,""
106068454,Low Rider,V10-,2.7,6,""
106132018,Beat It,V3,2.1,17,""
108593019,Flawed Genius,V5,2.7,6,""
112397879,Azzeed Jiz,V3,2.1,18,""
107483008,A Happy Slapping,V4,2.8,4,PG13
107018215,Big Slab,V0,2.8,4,R
109724191,There is no Party Left (variation),V3,2.8,4,""
106637379,Hauck a Loogie Eliminate,V7,2.8,4,""
111683515,Dance the Night Away,V8,2.3,12,""
106100016,Big Dick American Hero,V3,2.6,7,""
111726288,Vampyros Lesbos,V6,2.5,8,""
108060014,Fluffy Little Clouds,V2,2.5,8,""
106068485,Water Colors,V7,2.5,8,""
106997387,Flying Saucer,V0+,2.5,8,""
106669824,Emma,V2,2,18,""
106108644,Unnamed 1,V0,2.1,16,""
106132957,Unnamed 4,V3,2.1,16,""
114170968,Son of Safesurfer,V6,2.6,5,""
111689049,Dove Direct,V9,2.6,5,""
106086071,Incoming,V0,2.3,12,""
109724183,Pretty in Pink - Left Variation,V4,2.6,5,""
107003633,"Giggle, Giggle",V3-,2.4,9,""
106108551,Chewed Out,V4,2,17,""
106093077,Vision Arete,V1,1.9,20,""
106977720,"Veruca Salt, I Want You",V0-,2.1,14,""
118233987,Swing Your Partner Round,V2,2.7,3,""
111782756,This Is How We Do It...,V8-,2.7,3,""
112513071,Enter The Dragon,V9,2.7,3,""
111683948,The Bubba Butt Buster,V11,2.7,3,""
112499980,"Tim's Fred Traverse",V9+,2.7,3,""
106275413,"It's The Altitude",V2,2.3,11,PG13
112523224,Soul Window,V8,2.7,3,""
112776962,Brother Law,V4,2.7,3,""
107898149,Size Matters,V3,2.7,3,""
106279696,Westward Expansion,V7,2.7,3,""
106329079,Trucker Fucker,V6,2.7,3,""
106329071,Humpty Dumpty Low,V7,2.7,3,""
106086113,Indicision,V0+,1.8,21,""
111683979,Bubba Gets Committed,V10,2.5,6,""
108306184,Unknown,V1,2.3,10,""
106997394,Antigravity Geobat,V3,2.5,6,""
106642891,Laughing Cow,V1+,2.5,6,""
107018182,Kung-Fu Grip Left,V3,2.5,6,""
119346000,Must Climb Higher,V0+,2.4,7,""
114197422,Baby Tooth,V0,2.3,9,""
106637311,Let The Happiness In,V4,2.3,9,PG13
107018135,Fish Sticks,V2,2.3,9,""
106279731,Hand to Hand Combat Traverse,V7,2.4,7,""
106275426,"It's The Add-itude",V3,2.4,7,""
109137876,Weapons of Mass Distraction,V5,2.2,12,""
107091533,Maximum Relaxum,V3,2.4,8,R
106637358,Hauck A Loogie,V2+,2.1,14,""
109140312,Riding the Gravy Train,V1,1.7,21,""
106132916,Unnamed 1,V3,1.9,16,""
112529729,Able-Bodied Goblin,V2,2.2,11,""
111683804,Dancing in the Street,V4,2.1,13,""
106086659,Future Planet of Style,V0-,1.2,30,""
106273831,Wow Is Me,V0,1.9,17,""
107864799,"Pottenger's Wish List",V3,2.1,13,""
106642768,Diamond,V2,2.1,13,""
111726377,Frostbite,V8,2.5,4,""
111726432,A Big Round of Applause,V8,2.5,4,""
109140038,In-between,V3,2.5,4,""
107205646,Red Light District,V8,2.5,4,""
106642901,Pop-A-Wheelie,V4,2.5,4,""
106731665,Blue,V2,2,14,""
107045700,Problem C,V4,2.5,4,""
106052578,War Drum,V4,1.9,15,""
106669605,Sun Spot Right,V4,2.1,12,""
107045656,Number One,V3,2.2,9,""
107045738,Orb Short,V4,2.2,9,""
112501940,More Water Less Power,V5+,2.4,5,""
120076226,Have a Cigar,V1,2.4,5,""
112574292,Crack Happy,V3,2.4,5,""
107940077,Pop-A-Tendon Dyno,V6,2.4,5,""
106617414,Molly Variation,V6,2.4,5,""
107939718,Top Gun,V3,2.4,5,""
106739946,Parrot Fashion,V0,2.3,8,""
107045690,Problem A,V1,2.4,5,""
106069039,SIN Variation Start,V6,2.3,7,""
106275341,Tin Medusa Left,V2,2.3,6,""
106070999,Pappa Chubby,V6,2.3,6,""
106669614,Any Which Way But Loose,V0+,2.3,6,""
106086103,X-Static,V0-,1.9,15,""
106739995,Sad Parrot,V3,1.8,16,""
118145993,Biohazard,V8,2.5,2,""
114076715,Mister Gorgeous,V1,2.5,2,PG13
112513100,Honalee,V8,2.5,2,""
108574131,Supersonic,V8,2.5,2,""
107939656,Problem A,V0,2.1,10,""
109724237,Erect,V0,2.5,2,""
108620915,Winter Sun,V2,2.5,2,""
106740015,Rad Parrot,V7,2.5,2,""
106114159,Tall Wall Left,V1,2.5,2,R
108538909,Ainvar,V2+,1.9,13,""
106669883,Problem A,V0,1.5,21,""
111894972,Savannah,V4,2.1,9,""
108730377,Froz,V7,2.1,9,""
112475780,Zero,V0,1.8,15,""
107064199,Meth Squealer,V2,1.8,15,""
106086665,"Don't Box Me In",V1,1.5,21,""
106273879,Topsy-Turvy Times,V0,1.9,12,R
120538005,Unsolved Murder,V4,2.3,3,""
106740008,Bad Parrot,V0+,1.6,17,""
118315325,Tie Me Up With Kindness,V7,2.3,3,""
106275356,Time To Play,V0-,2.1,7,""
107323717,Durban Poison Variation,V1,2.1,7,""
107541927,Hair Trigger - Variation,V5,2.1,7,""
112505733,Disco Hulk,V9,2.3,3,""
112513113,Flabmaster,V9,2.3,3,""
111648825,Sue Me,V1,2.3,3,""
111726310,Vampyros Rheinstor,V7,2.3,3,""
106322788,Bubba Escapes the Ward,V9,2.3,3,""
108034398,Poltergeist,V7-,2.3,3,""
106079231,Natural Philosophy,V6,2.3,3,""
107203656,Sloth Stand Start,V5,2.3,3,""
107203702,Stavros,V1,1.7,15,""
107530006,Wicca Tower,V0-,2.2,6,""
106997037,Coen,V3,2.2,6,""
106915474,"White Men Can't Jump",V3,2.2,6,""
107045708,Problem D,V2,2.2,6,""
109724206,Freek Flag,V4,2.2,5,""
106126727,Take the Force of the Blow,V6,2.3,4,""
106996987,Wicca Warrior,V2,2.3,4,R
106977901,Garbage Chute,V0,2.2,5,""
107898159,Baroque,V3,2.2,5,""
106643006,Oil on Canvas - Alternate,V2,2.3,4,""
106669799,"Chef's Arete",V5,2.2,5,""
106669855,The Short Arete,V3+,2.3,4,""
106132949,Unnamed 3,V2,1.7,14,""
111656550,Slow Dance,V10,2,8,""
108058267,Hit the High Hard One,V3,2,8,""
108538917,The Vibe,V0,2,8,""
107203693,Toxygene,V1,1.5,18,""
106637341,Gotta Be Kidding Me,V5,1.9,9,""
112501972,The Orb,V7,2,6,""
106330645,Sabersonic,V7,2,6,""
106976618,"September's Here Again",V3,2,6,""
106068427,Orange Crush,V7-,2,6,""
106331151,Brilliant Trees,V3,1.7,11,""
107045606,Pocket Problem,V3+,1.9,8,""
112475711,Zero Hero,V0,2,5,""
111726269,Shaft,V5,2,5,""
106047506,Like a Virgin,V3,3.9,17,R
106047551,JBs Seam,V6,3.9,8,""
108552045,Mad Max,V7,4,5,""
118996347,The Road,V6,4,1,""
109697287,Welcome to the Thunderdome,V9,4,1,""
106279849,Parking Area Prow,V3,4,1,""
108208006,Judgement Day,V2,4,1,R
108940709,"Charlie Don't Surf",V4,2.9,19,""
106048542,Problem R,V3,2.8,18,""
118771382,Undercling Problem,V3,3.5,2,""
108166135,The Scoop,V2,3,11,""
106262569,Ice Cream Arete,V5,3.1,8,""
106185396,The Hole,V3,3.2,6,PG13
110581232,The Tiger,V7,3.2,5,""
108165923,Finger Buckets,V2,3.2,5,""
108165932,Finger Buckets SDS,V3,3.2,5,""
108940724,Apocalypse Now Stand,V3,2.7,15,""
106048668,Problem L,V3,2.7,14,""
109697230,Canned Goods,V6,2.9,9,""
108162258,Getting Warm,V3,2.5,16,""
106266023,Problem C,V2+,3,5,""
106048633,Problem G,V0,2.8,10,""
106047688,Problem O,V0+,2.5,13,""
110564038,Sasquatch Gets Wasted,V7,3,3,""
110563804,Problem A,V2,3,3,PG13
109697250,Apocalypse Now,V7,2.8,6,""
110564088,Problem D,V6,2.8,6,""
106048650,Problem I,V2,2.8,6,""
118816923,Smooth Wall,V4,3,2,""
108406300,Cresent Face,V6,3,2,""
108316587,High On Crack,V0,3,2,""
119225417,Bachar Ladder,V5,3,1,""
119270174,The Countdown,V9-,3,1,""
119270035,Last Man Standing,V8,3,1,""
108426070,Crimp face,V1+,3,1,PG13
108207890,The Hour Glass,V1,3,1,PG13
106047243,The Dyno,V7,3,1,""
106185490,Problem I,V0+,3,1,""
110564069,Problem C,V4,2.7,6,""
106047440,Problem F,V2+,2.8,4,""
108316607,Dime Bag,V3,2.6,7,""
106185405,Problem O,V0+,2.6,7,""
106047670,Problem N,V2,2.6,7,""
108316489,Problem B,V4,2.4,10,""
106048682,Problem N,V0,2.4,9,""
108316521,The Diamond Arete,V5,2.7,3,""
108316560,Problem C,V5,2.7,3,""
106497489,Problem N - SDS,V4-,2.7,3,""
106047499,Problem G,V2,2.5,6,""
112197893,"Messin' with Sasquatch",V7,2.5,4,""
106048625,Problem F,V0+,2.5,4,""
108162290,Black Sabbath,V5,2.1,12,""
117255222,Drug Ascent,V0,2.4,5,""
108207993,One Eyed,V6,2.4,5,""
108165992,Spike,V2,2.4,5,""
106266029,Problem D,V1+,2.5,6,""
108162276,Wet Ones,V3,2.3,6,""
106262537,Problem D,V3,2.4,7,""
108406244,Dope Man,V6,2.5,2,""
106466978,"Problem F'",V1,2.5,2,""
106047565,Problem K,V1+,2.5,2,""
106185476,Problem F,V0-,2.5,2,""
109084934,Waffle Cone,V4,2.1,7,""
108162233,Tree Problem,V2,1.7,16,""
108940696,Napalm Bomb,V5,2.3,3,""
110563817,Gigantopithecus,V7,2.3,3,""
108165916,Mr Moore,V4,2.3,3,""
106185438,Problem J,V1,2.3,3,""
106262417,Problem D,V1,2.3,3,""
106048615,Problem E,V0+,2.2,6,""
108166186,Big Reach Arete,V0+,2.3,4,""
106048528,Problem P,V0,1.8,13,""
106262409,Problem C,V0,1.9,10,""
106047416,Problem C,V1,2,6,""
106048675,Problem M,V0+,2,5,""
106497495,Problem P,V5,2,4,""
108166106,Problem D,V0,2,4,""
106048536,Problem Q,V0,1.7,10,""
108207163,"Insider 'er",V2,2,3,""
108162308,Problem A,V0,1.8,8,""
108406251,Dope Man Short,V4,2,3,""
108166175,[Redacted],V0+,2,3,""
106497502,Problem Q,V3,2,3,""
106047429,Problem E,V2,2,3,""
106048663,Problem K,V2,2,3,""
106048658,Problem J,V2,2,3,""
110564047,Problem A,V1,1.8,6,""
119143235,White and Nerdy,V6,2,2,""
118816251,Center Face,V4,2,2,PG13
119143195,Riding Dirty,V7,2,2,""
118816736,Warm Up Face,V0-,2,2,R
119188277,Riding Dirty Left,V8,2,2,""
115734512,Two Moves of Fury,V9,2,2,""
110564060,Problem B,V5,2,2,""
110564030,"Mara's Problem",V4,2,2,""
108162317,Wet Wonder,V6,2,2,""
108207105,The Human Sleeping Bag,V2,2,2,""
108166209,"Jake's Traverse",V1,2,2,""
108207133,"Zach's Problem",V4+,2,2,""
108166027,Problem E,V0,2,2,""
108207931,Problem B,V3,2,2,""
108166032,Problem F,V1,2,2,""
107153308,"Not So High, but High Enough",V0,2,2,PG13
106262559,Problem F,V1+,2,2,""
106262547,Problem E,V2,2,2,""
106185454,Problem A,V0+,2,2,PG13
118816344,Belly Button,V4,2,1,""
119262404,Fluttery Hartley,V6,2,1,""
117836613,"Problem E'",V2+,2,1,""
110856890,Cherry Garcia,V5,2,1,""
109697271,War Pigs,V7,2,1,""
110200454,Flaky Face Right,V4,2,1,""
110563860,Problem B,V1,2,1,""
110200393,Action Man,V1,2,1,""
110563867,Problem A,V3,2,1,""
110200448,Flaky Face Left,V3,2,1,""
108389495,Rail slide,V1+,2,1,""
108389437,Shamrock,V2,2,1,X
108162350,Desperate Measures,V6,2,1,""
108207086,Feeding a Tic-Tac to a Whale,V2,2,1,""
108207097,Hotdog in a Hallway,V4,2,1,""
108165966,Snake Plisken,V6,2,1,""
108208021,Problem B,V0,2,1,""
108208062,Problem B,V0,2,1,""
108207881,Problem A,V1,2,1,R
108207940,Problem C,V1,2,1,""
106047513,Problem H,V7,2,1,R
107153282,Problem J,V2,2,1,""
106047408,Problem B,V1,1.8,5,""
106048642,Problem H,V2,1.8,5,""
106185469,Problem E,V0-,2,1,""
106185483,Problem G,V0,2,1,""
106185503,Problem K,V1,2,1,""
108940744,Riley Factor,V2,1.8,4,""
108207203,"Blood, Sweat and Beers",V7,1.8,4,""
106262435,Problem F,V2,1.8,4,""
108162244,Left of Center,V1,1.2,14,""
108940735,Riley problem,V1,1.6,5,""
111839465,Problem R,V3,1.7,3,""
110563829,Problem B,V0,1.7,3,""
108316529,The Diamond Arete SDS,V7,1.7,3,""
108207173,Problem A SDS,V2,1.7,3,""
106047525,Problem J,V2,1.7,3,""
106262453,Problem H,V1,1.7,3,""
106262445,Problem G,V1,1.7,3,""
108166007,Hammer,V2,1.5,6,""
106262403,Problem B,V0-,1.4,8,""
108207957,No Hope,V7,1.5,4,""
108207244,Problem C,V0-,1.5,4,""
106047424,Problem D,V0,1.5,4,""
106185431,Problem C,V0,1.5,4,""
106266015,Problem A,V1,1.5,4,""
106048599,Problem C,V0,1.3,7,""
118816938,Smooth Wall Arete,V2,1.5,2,""
108251162,Flash Bandito,V4,1.5,2,""
108207191,Problem C SDS,V1,1.5,2,""
108166051,Problem H,V0,1.5,2,""
106047587,Problem L,V0,1.5,2,""
106047599,Problem M,V2-,1.5,2,""
106262466,Problem I,V2,1.5,2,""
106185496,Problem J,V1,1.5,2,""
106266019,Problem B,V0,1.4,5,""
108207218,"Blood, Sweat and Beers Low",V8,1.3,3,""
106048605,Problem D,V0-,1.3,7,""
106047518,Problem I,V0-,1.3,4,""
106048590,Problem B,V0-,1.4,5,""
106048584,Problem A,V0-,1,4,""
108166145,Yosemite Girls,V0,1,3,""
108251170,Bandicoots,V3,1,3,""
108316497,Problem B SDS,V7,1,3,""
108316479,Problem A,V5,1,3,""
108207169,Problem A,V0-,1,3,""
108207178,Problem B,V0-,1,3,""
108166199,Problem B,V0-,1,3,""
108166192,Problem A,V0,1,3,""
111972810,Crunchy Face,V1,1,2,""
108406276,Too Be,V1,1,2,""
108162336,Desperate Times,V0,1,2,""
108316553,Problem B,V0,1,2,""
108207059,Problem A,V0-,1,2,""
108166042,Problem G,V0-,1,2,""
108166093,Problem C,V0,1,2,""
106262520,Problem A,V2,1,2,""
106266041,Problem F,V2,1.3,3,""
117836552,"Problem G'",V0+,1,1,""
110564105,Choss Face,V3,1,1,PG13
110200466,Baby Back,V3,1,1,""
110200379,G.I. Joe,V3,1,1,""
110200471,Sarvey Problem,V4,1,1,""
110200425,Problem A,V1,1,1,""
108406315,Short Slab,V2,1,1,""
108406287,Dirty,V3,1,1,""
108208028,Problem A,V0,1,1,""
108208033,Problem A,V0,1,1,""
108208044,Problem C,V0,1,1,""
108207111,Problem C,V0,1,1,""
108207081,Problem B,V1,1,1,""
108208074,Problem C SDS,V0+,1,1,""
108165909,Problem A,V0,1,1,""
108207952,Problem D SDS,V1,1,1,""
108207946,Problem D,V0,1,1,""
108165950,Problem C,V1,1,1,""
108165957,Problem D,V0,1,1,""
108165942,Problem B,V2+,1,1,""
106262429,Problem E,V1,1,1,""
106185509,Problem L,V2-,1,1,""
106185462,Problem C,V0-,1,1,""
120649416,"Problem E'",V0-,1,1,""
120649373,Problem E,V0-,1,1,""
106466973,Problem O,V0,0.7,3,""
108207126,Problem A,V0+,0.5,2,""
108593390,"Nate's Arete",V9,3.7,3,""
118729664,Nails,V3,3,1,""
108593931,Problem A,V4,2.8,4,""
108593383,Roadside Rails,V0,2.5,4,""
108593979,Problem F,V2,2.4,5,""
108593971,"Adam's Arete",V8,2.3,4,""
108593950,Problem C,V3,2,3,""
108593937,Problem A - Sit Start,V7,2,2,""
108593399,Problem B,V0,2,2,""
108593373,Roadside Traverse,V2+,2,2,""
109960899,"Problem C'",V3,2,1,""
109985964,Problem B,V2+,2,1,""
109986005,Little Arete Traverse,V2+,2,1,""
109985987,Triangle Face,V1+,2,1,""
109985981,Little Arete,V0+,2,1,""
108593821,Problem A,V2,2,1,""
108593831,Problem B,V1,2,1,""
108593920,Problem H,V2,2,1,""
108593925,Problem I,V2,1.5,2,""
108593943,Problem B,V1,1.2,5,""
108593965,Problem E,V0-,1,3,""
109960905,"Problem D'",V0,1,1,""
109985973,Problem C,V0+,1,1,""
109985998,Problem D,V1+,1,1,""
108593895,Problem D,V0,1,1,""
108593915,Problem G,V1,1,1,""
108593909,Problem F,V0,1,1,""
108593888,Problem C,V1,1,1,""
111630959,Love Line,V1+,2.5,2,""
114389334,Spray and Pray,V5+,2,1,R
105936526,Unknown Boulder Problem,V0-,1.1,7,""
108329453,Crimp Ladder,V7,3.7,19,""
109135269,Black Face,V6,3.6,20,""
107483550,Meadow Roof,V8,3.8,11,""
109360962,Ugly Duckling,V9,4,3,""
107483584,Morpheus,V5,3.8,6,""
109174773,Two Dragons,V9,4,2,""
112933625,Chattanooga Hustle,V6+,3.7,7,""
107679291,There Is No Spoon,V6,4,1,PG13
109613200,Aspen Wall,V6,3.6,8,""
110879802,Black Face Direct,V7,3.8,4,""
109135276,Hail Mary,V3,3.6,7,PG13
109108550,Meadow Face,V8,3.6,5,""
109108559,Meadow Face Sit,V9,3.7,3,""
108329442,The Warm Up,V3,2.8,19,""
109135243,The Seam,V4,3.1,13,""
109244163,Serpentine,V8,3.3,6,""
109165753,Bear,V4,3,11,""
108006483,Problem 17.5,V3,3.3,3,""
109108715,Green Mamba,V7,3.2,6,""
109314667,Lion Head,V3,3.3,4,""
109315931,Arete left SDS,V3,2.9,8,""
109165750,Beareagle,V5,2.6,13,""
109440979,The Seam Traverse,V5,3,5,""
109244171,Karate Kid,V9,3,5,""
108206963,Problem J,V1,3,7,""
109108744,Hose Monster,V8,3,4,""
111730497,A Night at the Oscars,V6,3,4,""
109360933,Crimp Ladder Right,V8,3,4,""
110724941,"Tim's Sloper Problem",V5,3,4,""
111939130,Problem B,V1,3,4,""
107483574,Shortness of Breath Right,V6,3,4,""
109165746,Eagle,V3,2.6,12,""
112933633,Chemical Distraction,V8,3,3,""
109248448,The Huggy Bear,V5,3,3,""
107679259,Problem E,V5,3,3,""
109315941,Dare,V0,2.4,14,""
110879820,Prune Candy,V9,3,2,""
108376895,Kook,V8,3,2,""
110021731,Problem C,V2,3,2,""
109133378,Knife Dance,V7,3,2,PG13
107679224,Problem A,V4,3,2,""
106950438,Problem 18.5,V4,3,2,""
110021333,Problem Q,V2,2.7,7,""
119399115,Big Sister,V5,3,1,""
119471033,Hands and Feet Direct,V8,3,1,""
119399435,Big Brother,V3,3,1,""
119399151,Siblings,V4,3,1,""
119471061,Hands and Feet,V6,3,1,""
114605711,Lonely,V2,3,1,""
114605762,"Gypsy's Plunder",V8,3,1,""
113258767,The Rapture,V9,3,1,""
110559380,Black Buddha,V8,3,1,""
113258818,Americana,V6,3,2,""
109387541,"I'm Too Drunk To Taste This Chicken",V6,3,1,R
110021743,Problem D,V6,3,1,""
111939104,Bodyline,V4,3,1,PG13
111939090,Ridgeline,V3,3,1,PG13
108329567,Wave Catcher,V11,3,1,PG13
109360967,The Six,V6,3,1,""
107855759,Warm-up This,V1+,3,1,PG13
106020585,Problem A,V2,3,1,""
109613208,Aspen Wall Stand,V3-,2.5,10,""
109479628,"It's Not Easy Being Green",V6,2.7,6,""
109613358,Fall Colors,V3,2.7,6,""
108206908,Problem E,V2,2.7,6,""
110021113,Problem E,V2,2.8,4,""
110021814,Problem F,V3,2.8,4,""
110021725,Problem B,V1,2.8,4,""
109613367,Fall Guy,V2+,2.6,7,""
109315961,Prow Direct,V2,2.6,7,""
109613223,Aspen Arete,V2,2.5,8,""
109340207,Deans List,V2,2.6,5,""
106353112,The Girdle Traverse,V2,2.6,5,""
111977207,Id,V7,2.7,3,""
109315934,Arete right,V3+,2.7,3,""
109314673,Knowledge is Power,V5,2.7,3,""
109314676,Honor Roll,V4,2.7,3,""
107415474,The Low Level Girdle Traverse,V2,2.7,3,""
107483561,Shortness of Breath,V6,2.4,7,""
110021321,Problem O,V1,2.2,9,""
109315968,Low traverse,V1,2.4,5,""
108329518,Unnamed v2,V2,2.3,6,""
112933611,The Long Road Home,V3,2.5,2,""
109340089,Traverse,V6+,2.5,2,""
108666034,Problem A,V0,2.5,2,""
108665617,Problem A,V1,2.5,2,""
106020601,Problem B,V0+,2.5,2,""
109315944,Unnamed Face,V0-,2.1,7,""
112077671,Candy Corns,V3,2.3,3,""
108206942,Problem H,V4+,2.3,3,""
109613339,North Face,V4,2.2,6,""
109315965,High traverse,V1-,2.2,6,""
112877834,Ochre Tears,V6,2.3,4,""
110021486,Problem A,V2,2.3,4,""
110021096,Problem C,V1+,2.3,3,""
109315958,Prow left,V3-,2.2,5,""
107679251,Problem D,V4,2.3,3,""
107679244,Problem C,V3,2.3,4,""
106353097,Problem 05,V1+,2.3,4,""
108329503,Unnamed v3,V3,2,7,""
109315951,Prow right,V0+,2,6,""
109108711,Green Mambo Stand,V4,2,5,""
109165742,Beagle,V3,1.8,9,""
109613231,Slab Central,V0,1.8,9,""
111939159,Lake View,V3,2,4,""
109613343,Problem A,V3,2,4,""
111939125,Problem A,V2,2,4,""
109340096,Zero Hour,V0,2,4,""
108329429,Unnamed v2,V2,2,3,""
109314664,Cutting Corners,V2-,2,3,""
110079932,"Problem M'",V2,2,3,""
109340082,Into the Sunset,V6,2,3,""
110021292,Problem K,V1,2,3,""
109135255,The Wasp Roof,V6,2,3,""
109340243,Slantle,V3,2,3,""
106353057,Problem 18,V2,2,3,""
115138838,No Cutting Corners,V3-,2,2,""
117581365,S is for Shame,V4,2,2,""
113500560,Scuttle Thug,V7,2,2,""
113258844,Eucharist,V6,2,3,""
110021434,Less Like Abby,V8,2,2,""
107679231,Problem A SDS,V6,2,2,""
109314795,Nameless,V4+,2,2,""
109613240,Cave Corner,V3,2,2,""
109340225,C-Gangsta,V4,2,2,""
109314670,Math,V5+,2,2,""
109174764,One Dragon,V5,2,2,""
110021798,Problem C,V1,2,2,""
109248634,Problem A,V1,2,2,""
108666053,Problem C,V0,2,2,""
106354133,Problem 13,V0+,2,2,""
106020557,Problem B,V2,2,2,""
119399277,Problem C,V3-,2,1,""
119399049,Little Sister,V1,2,1,""
119399470,Problem B,V1,2,1,""
119399258,Problem A,V1,2,1,""
119571057,Full Sail Ahead,V2+,2,1,""
119399491,Problem C,V1,2,1,""
117539396,Problem B,V1,2,1,""
117581625,Ripple,V1,2,1,""
117581588,North Face,V0,2,1,""
117581619,Arete,V0,2,1,""
114652309,Beareagle Extension,V5,2,1,""
114652351,Bearable,V2+,2,1,""
114605707,Forgotten,V6,2,1,""
114584888,Water Wings,V5,2,1,""
114605718,Forget Me,V3,2,1,""
113258795,Jesus juice,V5,2,1,""
111977183,Blunt logic,V6,2,1,""
111939026,Northern Lights,V5,2,1,""
111938958,Problem D,V2+,2,1,""
111939167,Problem F SDS,V4,2,1,""
110021376,Problem C,V3,2,1,""
111939109,Problem A,V0,2,1,""
109373252,Burninator,V7,2,1,""
107855684,Green Gold,V1,2,1,PG13
109315948,Prow left,V2-,1.8,5,""
110021368,Problem B,V2,2,1,""
110021358,Problem A,V2,2,1,""
110021403,Problem F,V0,2,1,""
110021466,Problem J,V0,2,1,""
110021806,Problem E,V0-,2,1,""
